"FOLIO","TIPO SERVICIO","ESTATUS","ZONA","FECHA SERVICIO","OPERADOR","TECNICO","COMPAÑIA","TIENDA","MARCA","MODELO","NUMERO DE SERIE","COMENTARIOS","COMENTARIOS","COMENTARIOS"
"202075","Icon","Nueva","Foraneo","2020-03-13","victor","ESPERA_DE_PARTES","sears","sears","proform","PFTL34616","MM720C0214156","VERSION 4","",""
"202074","Icon","Nueva","Foraneo","2020-03-13","victor","ESPERA_DE_PARTES","sears","sears","proform","PFTL34616","MM630C0412693","VERSION 4","",""
"202073","Icon","Terminada","Local","2020-03-06","cristina","tecnico_ausente","otro","otro","otro","otro","","702-1008449-4005039 vie. 6 de marzo de 2020 7:25 CST","LUBRIGYM 3PACK  $630.00",""
"202072","Icon","Nueva","Foraneo","2020-03-10","jessica","mazatlan xavier gutierrez","sears","galerias mazatlan - 247","proform","PFTL13115","","","",""
"202071","Icon","Nueva","Foraneo","2020-03-13","victor","ESPERA_DE_PARTES","liverpool","liverpool","nordic track","NTL14215","MM920C0105289","VERSION 1","",""
"202070","Icon","Nueva","Foraneo","2020-03-13","victor","ESPERA_DE_PARTES","liverpool","liverpool","nordic track","25049","MM830C0504971","VERSION 5","",""
"202069","Icon","Nueva","Foraneo","2020-03-13","victor","ESPERA_DE_PARTES","sears","sears","proform","PFEX52715","MM620G0000033","VERSION 0","",""
"202068","Icon","Nueva","Foraneo","2020-03-13","victor","ESPERA_DE_PARTES","sears","sears","proform","PFTL60916","MM720C0511933","VERSION 5","",""
"202067","Icon","Nueva","Foraneo","2020-03-12","victor","ESPERA_DE_PARTES","liverpool","liverpool","nordic track","25027","MM240C010287","VERSION 8","",""
"202066","eComerce","Nueva","Local","2020-03-09","cristina","tecnico_ausente","otro","otro","otro","otro","","","Recolección de equipo Nordic Track  E11.7 / bajar 6 escalones/ sin costo/ pasar después de las 2/ llamar 1 hora antes de ir",""
"202065","Icon","Nueva","Foraneo","2020-03-10","susana","Leon Guanajuato - Julio","liverpool","leon sur - 166","proform","PFTL49616-MX","","","",""
"202064","Icon","Nueva","Foraneo","2020-03-07","victor","Tuxtla-Hector Escobar","liverpool","liverpool","proform","otro","DNH9646421059","VERSION 0","",""
"202063","Icon","Nueva","Foraneo","2020-03-09","victor","Guadalajara - Miguel","liverpool","liverpool","nordic track","otro","MM430C0301920","MODELO  NTL17919.3","",""
"202062","Icon","Nueva","Foraneo","2020-03-10","jessica","Merida-Gabriel Hernandez","liverpool","liverpool","nordic track","24860","","merida cabo norte","",""
"202061","Icon","Espera de refacciones","Local","2020-03-13","jessica","espera_de_partes","sears","sears","proform","PFTL10916","KK03010400671","","",""
"202060","Icon","Nueva","Foraneo","2020-03-17","cristina","Villahermosa - Hector Ramirez","liverpool","villahermosa altabrisa - 134","proform","24850","","","",""
"202059","Icon","Nueva","Local","2020-03-10","Yuridia.Rivas","Fernando_Ramirez","liverpool","insurgentes - 2","golds gym","ggsy29013","","09/03/2020","llamar 1 hora antes de llegar",""
"202058","Icon","Nueva","Local","2020-03-09","Yuridia.Rivas","Fernando_Ramirez","liverpool","insurgentes - 2","proform","","","9/3","pfel62919/ CONFIRMADO / LLAMAR 1HR ANTES DE IR / ENTRE 10 Y 5",""
"202057","Icon","Nueva","Foraneo","2020-03-10","cristina","Villahermosa - Hector Ramirez","liverpool","villahermosa altabrisa - 134","proform","24850","","","",""
"202056","Icon","Nueva","Foraneo","2020-03-09","victor","Xalapa-Isau Marin","sears","sears","proform","PFTL39115","JJ051H1320066","VERSION 3","",""
"202055","Icon","Nueva","Foraneo","2020-03-10","cristina","Villahermosa - Hector Ramirez","liverpool","villahermosa altabrisa - 134","proform","24850","","","",""
"202054","Icon","Nueva","Foraneo","2020-03-10","jessica","Morelia - Manuel Parrales","sears","morelia  paseo altozano - 237","proform","PFTL60916","","","",""
"202053","Icon","Nueva","Foraneo","2020-03-09","victor","Monterrey - Cesar Rodriguez","liverpool","liverpool","nordic track","otro","MM830C0306699","MODELO NTL17919.3","",""
"202052","Icon","Nueva","Foraneo","2020-03-10","cristina","Irapuato - Sergio Hernandez","sears","irapuato cibeles - 253","proform","PFTL34616","","","",""
"202051","Tecnoservicio","Nueva","Local","2020-03-09","Yuridia.Rivas","JAVIER","otro","otro","proform","","","","saca humo Revision $450/ llamar 1 hora antes de llegar",""
"202050","Icon","Nueva","Foraneo","2020-03-10","jessica","Guadalajara-Zamaniego","sears","guadalajara hemisferia - 226","proform","PFEX52715","","","",""
"202049","Icon","Nueva","Local","2020-03-10","jessica","VICTOR","liverpool","cd jardin - 170","proform","PFTL49616-MX","","","",""
"202048","Icon","Nueva","Foraneo","2020-03-12","susana","Puebla - Jose Luis Cruz","sears","parque puebla - 257","proform","PFTL34616","","","",""
"202047","Icon","Nueva","Foraneo","2020-03-10","cristina","tampico","liverpool","tampico - 41","nordic track","21918","","","",""
"202046","Icon","Nueva","Foraneo","2020-03-10","cristina","tampico","liverpool","tampico - 41","weslo","WLTL29816","","","",""
"202045","Icon","Nueva","Local","2020-03-10","jessica","GERONIMO","sears","satelite - 104","proform","PFTL34616","","","llamar 1 hora antes de llegar",""
"202044","Icon","Nueva","Local","2020-03-10","jessica","GERONIMO","sears","satelite - 104","proform","otro","","","pftl50717/ llamar 1 hora antes de llegar",""
"202043","Icon","Nueva","Foraneo","2020-03-09","victor","Durango - Carlos Salinas","liverpool","durango - 89","proform","otro","","PFEL62919","",""
"202042","Icon","Nueva","Local","2020-03-09","jessica","rojasoscar","liverpool","liverpool","proform","otro","MM150C0006796","","PFTL39519/ confirmado / llamar 1hr antes de ir / entre 10 y 5",""
"202041","Icon","Nueva","Local","2020-03-11","jessica","VICTOR","liverpool","liverpool","proform","otro","","","",""
"202040","Tecnoservicio","Nueva","Local","2020-03-14","maya","tecnico_ausente","otro","otro","otro","otro","","","ENTREGA Y ARMADO DE BICICLETA Y MTTO A BICICLETA BH / Entre 10 y 11",""
"202039","eComerce","Terminada","Local","2020-03-06","cristina","tecnico_ausente","otro","otro","otro","otro","","701-5705989-3960234  jue. 5 de marzo de 2020 16:58 CST 

fedex $1055.39","ELIPTICA PRO-FORM 225 CSE 8  PFEL02915  $6750.00",""
"202038","Tecnoservicio","Nueva","Local","2020-03-11","jessica","tecnico_ausente","otro","otro","nordic track","otro","","","rev $650/ llamar para confirmar",""
"202037","Icon","Nueva","Local","2020-03-09","cristina","GERONIMO","sears","sears","proform","otro","","10/03","pftl50717/LLAMAR 1 HORA ANTES DE IR / HORARIO DE 10 A 5",""
"202036","Icon","Espera de refacciones","Local","2020-03-13","jessica","espera_de_partes","liverpool","liverpool","nordic track","21917","JJ741R0101495","","",""
"202035","Icon","Espera de refacciones","Local","2020-03-13","jessica","espera_de_partes","sears","sears","proform","PFTL10916","MM200C0403247","","",""
"202034","Tecnoservicio","Espera de refacciones","Local","2020-03-06","maya","tecnico_ausente","otro","otro","otro","otro","","","venta de lubricantes $1200",""
"202033","Tecnoservicio","Terminada","Local","2020-03-06","maya","tecnico_ausente","otro","otro","otro","otro","","","venta de lubricantes $ 1200",""
"202032","Tecnoservicio","Espera de refacciones","Local","2020-03-06","maya","tecnico_ausente","otro","otro","otro","otro","","","venta de lubricante $1200",""
"202031","Tecnoservicio","Espera de refacciones","Local","2020-03-06","maya","tecnico_ausente","otro","otro","otro","otro","","","venta de lubricante $1200",""
"202030","Tecnoservicio","Nueva","Local","2020-03-10","cristina","ROGELIO.O","otro","otro","otro","otro","","","LLAMAR 1 HORA ANTES DE IR / HORARIO DE 10 A 5/REV $450 HACE RUIDO  Y  ESTA DURA LA ELIPTICA",""
"202029","Icon","Nueva","Foraneo","2020-03-12","victor","ESPERA_DE_PARTES","costco","costco","proform","PFEX78916","KK250C0501495","","",""
"202028","Icon","Nueva","Foraneo","2020-03-12","victor","ESPERA_DE_PARTES","liverpool","liverpool","nordic track","otro","MM521J100039","","",""
"202027","Icon","Nueva","Local","2020-03-09","jessica","rojasoscar","liverpool","liverpool","nordic track","24860","MM641H1B00158","","CONFIRMADO ENTRE 10 Y 5/ IMPORTANTE LLAMAR 1HR ANTES DE IR",""
"202026","Icon","Nueva","Local","2020-03-06","susana","mauricioreyes","sears","insurgentes - 101","proform","PFTL60916","","","confirmado entre  10 y  5 llamar  1hr antes de ir",""
"202025","Icon","Nueva","Local","2020-03-09","jessica","ISMAEL AMBROSIO","liverpool","liverpool","nordic track","otro","MM730G0600649","","CONFIRMADO / LLAMAR 1HR ANTES DE IR / ENTRE 10 Y 5",""
"202024","Icon","Nueva","Foraneo","2020-03-07","victor","Tuxtla-Hector Escobar","sears","tuxtla gutierrez - 229","proform","PFEX52715","","","",""
"202023","Icon","Espera de refacciones","Local","2020-03-13","jessica","espera_de_partes","liverpool","liverpool","nordic track","otro","MM901W0200300","","NTEX02117NB",""
"202022","Icon","Nueva","Foraneo","2020-03-09","jessica","Monterrey - Cesar Rodriguez","liverpool","monterrey centro - 22","weslo","WLTL29816","","","",""
"202021","Icon","Nueva","Local","2020-03-09","jessica","VICTOR","liverpool","interlomas - 103","nordic track","NTEL05917","","","",""
"202020","Icon","Nueva","Local","2020-03-10","jessica","VICTOR","liverpool ventas por internet","liverpool ventas por internet","proform","otro","","","PFEL62919/ CONFIRMADO / LLAMAR 1HR ANTES DE IR / ENTRE 10 Y 5",""
"202019","Tecnoservicio","Nueva","Local","2020-03-09","Yuridia.Rivas","JAVIER","otro","otro","golds gym","","","","revisión caminadoras  $450 por equipo/ llamar 1 hora antes de llegar",""
"202018","Icon","Nueva","Local","2020-03-10","Yuridia.Rivas","gustavo","liverpool","polanco - 3","proform","PFEL09915","","10/03/2020","llamar 1 hora antes de llegar//  LLAMO CLIENTE JAQUELINE PARA CONFIRMAR LA CITA PARA EL DIA MARTES  10/03/2020 ENTRE 9AM Y 6PM//LLAMAR 1HR ANTES",""
"202017","Icon","Nueva","Foraneo","2020-03-09","jessica","Monterrey - Cesar Rodriguez","liverpool ventas por internet","liverpool ventas por internet","nordic track","24860","","","",""
"202016","Icon","Nueva","Foraneo","2020-03-09","jessica","Guadalajara - Miguel","liverpool","guadalajara - 78","proform","otro","","","PFEL62919",""
"202015","Icon","Nueva","Foraneo","2020-03-09","jessica","mazatlan xavier gutierrez","liverpool ventas por internet","liverpool ventas por internet","golds gym","ggsy29013","","","",""
"202014","Icon","Nueva","Local","2020-03-10","cristina","espera_de_partes","sears","acapulco - 207","proform","PFTL34616","","","",""
"202013","Icon","Nueva","Local","2020-03-10","susana","Fernando_Ramirez","marti","eureka - 4116","proform","otro","","","pfel04817/ llamar 1 hora antes de llegar/ pasar entre 10-2 pm",""
"202012","Icon","Nueva","Foraneo","2020-03-09","Yuridia.Rivas","Leon Guanajuato - Julio","liverpool","leon sur - 166","weslo","WLTL29816","","","",""
"202011","Icon","Nueva","Local","2020-03-09","jessica","ROGELIO.O","liverpool ventas por internet","liverpool ventas por internet","proform","otro","","","PFEL62919/ CONFIRMADO / LLAMAR 1HR ANTES DE IR / ENTRE 10 Y 5",""
"202010","Icon","Nueva","Foraneo","2020-03-09","jessica","Guadalajara - Miguel","liverpool","zapopan - 64","nordic track","24860","","","",""
"202009","Icon","Nueva","Local","2020-03-07","susana","ROGELIO.O","liverpool","tezontle - 87","nordic track","25027","","cliente quiere el armado el sábado","",""
"202008","Icon","Nueva","Local","2020-03-09","jessica","JUAN.GONZALEZ","liverpool ventas por internet","liverpool ventas por internet","proform","PFTL49616-MX","","","CONFIRMADO / LLAMAR 1HR ANTES DE IR / ENTRE 10 Y 5",""
"202007","Icon","Nueva","Foraneo","2020-03-09","jessica","tampico","liverpool","tampico arena - 175","proform","otro","","","PFTL39519",""
"202006","Icon","Nueva","Local","2020-03-09","jessica","JUAN.GONZALEZ","liverpool ventas por telefono","liverpool ventas por telefono","weslo","WLTL29816","","","CONFIRMADO // LLAMAR 1HR ANTES DE IR / ENTRE 10 Y 5",""
"202005","Icon","Nueva","Foraneo","2020-03-09","jessica","Monterrey - Cesar Rodriguez","liverpool","liverpool","proform","PFTL49616-MX","","","",""
"202004","Icon","Nueva","Foraneo","2020-03-09","jessica","Leon Guanajuato - Julio","sears","plaza leon - 211","proform","otro","","","PFTL50717",""
"202003","Icon","Nueva","Foraneo","2020-03-09","jessica","Xalapa- Enrique Corona","marti","jalapa las américas - 4197","proform","PFEL55916","","","",""
"202002","Icon","Nueva","Local","2020-03-11","susana","VICTOR","liverpool","atizapan - 104","nordic track","NTL59417","","10/03/20","llamar 1 hora antes de llegar",""
"202001","Icon","Nueva","Local","2020-03-12","susana","VICTOR","liverpool","polanco - 3","nordic track","25049","","","",""
"202000","Icon","Nueva","Local","2020-03-10","cristina","mauricioreyes","liverpool","insurgentes - 2","proform","otro","","09/03/2020","PFEL62916/ llamar 1 hora antes de llegar",""
"201999","Icon","Nueva","Local","2020-03-09","cristina","DAVID.","sears","tlanepantla - 126","proform","PFTL60916","","09/03/2020","llamar 1 hora antes de llegar",""
"201998","Icon","Nueva","Local","2020-03-09","Yuridia.Rivas","gustavo","sears","satelite - 104","proform","PFEX52715","","09/03/2020","llamar 1 hora antes de llegar",""
"201997","Icon","Nueva","Local","2020-03-09","susana","DAVID.","liverpool","satelite - 4","nordic track","21917","","","confirmado entre  10 y  5  llamar  1hr antes de ir 
11 y 12:30  no  los puede atender",""
"201996","Icon","Nueva","Local","2020-03-09","susana","DAVID.","liverpool","satelite - 4","golds gym","ggsy29013","","","confirmado entre  10 y  5  llamar  1hr antes de ir 
11 y 12:30  no  los puede atender",""
"201995","Icon","Cancelada","Foraneo","2020-03-10","cristina","Monterrey - Reynaldo Saldivar","liverpool","monterrey galerias - 31","proform","PFTL49616-MX","","","",""
"201994","Icon","Nueva","Foraneo","2020-03-09","cristina","Monterrey - Cesar Rodriguez","liverpool","monterrey galerias - 31","proform","PFTL49616-MX","","","",""
"201993","Icon","Nueva","Local","2020-03-14","jessica","VICTOR","liverpool","coapa - 6","nordic track","NTEL05917","","14/03/2020","llamar 1 hora antes de llegar",""
"201992","Icon","Nueva","Foraneo","2020-03-10","susana","Guadalajara-Zamaniego","sears","guadalajara plaza - 109","proform","PFTL60916","","","",""
"201991","Icon","Nueva","Foraneo","2020-03-09","jessica","Puebla - Jose Luis Cruz","liverpool","puebla - 72","nordic track","NTL59417","","","",""
"201990","Icon","Nueva","Foraneo","2020-03-10","susana","amado","liverpool","f. f. poza rica - 17","weslo","WLTL29816","","","",""
"201989","Icon","Nueva","Local","2020-03-06","jessica","ROGELIO.O","sears","villacoapa - 107","proform","PFTL80916","","","confirmado / llamar 1hr antes de ir / entre 10 y 5",""
"201988","Icon","Nueva","Foraneo","2020-03-09","jessica.yanez","Durango - Carlos Salinas","liverpool","durango - 89","nordic track","21918","","","",""
"201987","Icon","Nueva","Local","2020-03-10","susana","ABRAHAM","liverpool","lindavista - 83","proform","PFTL49616-MX","","10/03/2020/","pasar entre 2-5 pm / llamar 1 hora antes de llegar",""
"201986","Icon","Nueva","Foraneo","2020-03-10","susana","Chetumal- Javier Lazcano","sears","cancun - 220","proform","PFEL55916","","","",""
"201985","Icon","Nueva","Foraneo","2020-03-09","jessica","Xalapa-Isau Marin","liverpool","xalapa - 82","nordic track","NTEL05917","","","",""
"201984","Tecnoservicio","Nueva","Local","2020-02-28","susana","tecnico_ausente","otro","otro","nordic track","24988","","","plataforma para caminadora pieza 45#350009  costo de  $3200 no la hay en existencia  se tiene que pedir  y tarda en llegar de 6 a  8 semanas",""
"201983","eComerce","Terminada","Local","2020-03-05","cristina","tecnico_ausente","otro","otro","otro","otro","","Venta #2343035577 | 2 de marzo de 2020 16:10 hs.","Tarjeta De Control Para Caminadoras Pro-form $ 3370   tarjeta  # 409603",""
"201982","Icon","Nueva","Local","2020-03-10","jessica","VICTOR","sears","coacalco - 116","proform","PFTL34616","","","",""
"201981","Icon","Nueva","Foraneo","2020-03-10","cristina","Puebla - Jose Luis Cruz","liverpool","puebla - 72","proform","otro","","","pfel62919",""
"201980","Icon","Nueva","Local","2020-03-06","jessica","ABRAHAM","liverpool","liverpool","proform","PFTL49616-MX","MM730C0302374","","CONFIRMADO / LLAMAR 1HR ANTES DE IR / ENTRE 10 Y 2",""
"201979","Icon","Nueva","Foraneo","2020-03-09","jessica","Oaxaca - Andrea Silva","liverpool","f. f. oaxaca - 37 ","proform","otro","","","PFTL59117",""
"201978","Icon","Nueva","Foraneo","2020-03-09","jessica","Oaxaca - Andrea Silva","fabricas de francia","parque las antenas - 456","nordic track","NTL59417","","","",""
"201977","Icon","Nueva","Foraneo","2020-03-10","susana","Durango - Carlos Salinas","sears","paseo durango -243","proform","PFTL34616","","","",""
"201976","Icon","Cancelada","Local","2020-03-13","jessica","espera_de_partes","sams","sams","proform","otro","MM900C0309826","","PFEL02917",""
"201975","Icon","Nueva","Foraneo","2020-03-09","jessica","tampico","liverpool","tampico - 41","nordic track","NTL59417","","","",""
"201974","Icon","Nueva","Foraneo","2020-03-09","cristina","Tepic-Antonio Ayon","liverpool","tepic -80","proform","otro","","TEPIC 088","PFEL62919",""
"201973","Icon","Nueva","Foraneo","2020-03-09","cristina","San Luis Potosi-Pedro Montiel","liverpool","san luis potosi - 136","proform","PFTL49616-MX","","","",""
"201972","Icon","Nueva","Foraneo","2020-03-09","jessica.yanez","Monterrey - Reynaldo Saldivar","liverpool","monterrey cumbres - 113","proform","PFTL49616-MX","","","",""
"201971","Icon","Nueva","Local","2020-03-09","victor","rojasoscar","liverpool","atizapan - 104","proform","PFTL49616-MX","","9/3","confirmado / llamar 1hr antes de ir / entre 10 y 5",""
"201970","Icon","Terminada","Foraneo","2020-03-10","susana","Xalapa-Isau Marin","liverpool","xalapa - 82","proform","","MM150C0006677","","pftl39519",""
"201969","Icon","Nueva","Local","2020-03-10","susana","mauricioreyes","liverpool","insurgentes - 2","proform","PFTL49616-MX","","09/03/2020","llamar 1 hora antes de llegar",""
"201968","Icon","Nueva","Local","2020-03-11","jessica","VICTOR","liverpool","liverpool","proform","otro","","","PFEL62919",""
"201967","Icon","Nueva","Local","2020-03-09","victor","ISAIT","liverpool","ecatepec - 80","proform","PFTL49616-MX","","10/3","confirmado / llamar 1hr antes de ir / entre 10 y 5",""
"201966","Icon","Nueva","Local","2020-03-11","jessica","VICTOR","liverpool","liverpool","proform","otro","","","PFTL39519",""
"201965","Icon","Nueva","Foraneo","2020-03-10","jessica","Oaxaca - Andrea Silva","sears","oaxaca - 214","proform","PFTL34616","","","",""
